Id,Title,Body,ImageURLs
78460307,Gmail issue - sending email through c++,"Updated: This problem is solved. The ""RCPT"" field format not correct as state by @Botje and @Remy Lebeau I am sending an email using a C++ program through Gmail (smtp.gmail.com). However, I encounter some strange issues when sending emails to multiple recipients; only the first recipient receives the email. Based on the communication log, Gmail's server accepts the email without returning any errors. The address format also complies with Gmail standards. Do you have any ideas or suggestions regarding this issue?   I expected that all recipients would receive the email. I thought there might be null-terminated characters in between, so I tried looping through all the strings to ensure there were no null-terminated characters. However, I still encountered the same issues. I also attempted passing all recipients as a list, but the problem persisted. Additionally, I verified that it's not a recipients issue by swapping the recipients’ email addresses, and the result remained the same. Only the first recipient received the email. ","['https://i.sstatic.net/3Gk4h3Hl.png', 'https://i.sstatic.net/yr5xNL0w.jpg']"
78457956,vscode save times counter blocked the view," very dummy question, I don't know is it a vscode setting or because of some extensions. it's kind of annoying for me now ",['https://i.sstatic.net/Y2VQrNx7.png']
78457396,Why does the document keep the original data when I update it? It is returned into the previous status right away. No error,"I have a collection with a lot of documents in Firestore Database. I wrote a function to update the data of a document in React. try {      await firebase.app         .firestore()         .collection(""Records"")         .doc(recordId)         .update({ public: value, _author: UserProfile.getEmail() });                 return {         status: status.SUCCESS     }  } catch(error) {     return {         status: status.INTERNAL_SERVER_ERROR     } }  I am updating the document as an authenticated user, and for other documents, the update function works correctly. But it doen't work only for a few records. I checked the permission of the user in Authentication of Firebase. Everything was enabled there. Here is an example of the document.  ",['https://i.sstatic.net/pBNYd89f.png']
78456694,python trying to understand the code with async,"I was checking redis-py library redis > asyncio > client.py > Class Redis     def __await__(self):         return self.initialize().__await__()      async def initialize(self: _RedisT) -> _RedisT:         if self.single_connection_client:             async with self._single_conn_lock:                 if self.connection is None:                     self.connection = await self.connection_pool.get_connection(""_"")         return self  I see return self.initialize().__await__()   will be self.__await__() again. I think it will lead to infinite recursion. The reason why i have to check the above source code of libraray is I am trying the below import redis  def get_redis():     client = redis.asyncio.Redis(connection_pool=pool)  Now I was not sure whether to use await for client like async def get_redis():     client = await redis.asyncio.Redis(connection_pool=pool)  thats when i was checking the source code for the Redis class. can someone guide whether to use await for redis.asyncio.Redis(connection_pool=pool) because in the examples of redis i dont see them using await https://redis-py.readthedocs.io/en/stable/examples/asyncio_examples.html  How to understand, when to use await and when not to ",['https://i.sstatic.net/82yxji7T.png']
78455275,Consuming json input for ECS container configuration in AWS step functions,"I am facing an issue when trying to access attributes of the json input that is passed to my run ECS task in my step function. The json input has the following structure.  I am trying to pass some of the attributes as command line parameters and to set some as environment variables. Below is my ECS task configuration in my step function.  When I run the ECS task the values are getting pass as string Ex: ""$.lambdaResult.body.productId"" and not the actual value in the json. I tried  setting up the values of the environment variables as ""Value.$"": ""$.lambdaResult.body.totalPrice"" But then it gives me the following error when deploying the step function. ""Invalid State Machine Definition: 'SCHEMA_VALIDATION_FAILED: The value for the field 'Value.$' must be a valid JSONPath or a valid intrinsic function call at /States/RunCreateOrderECSTask/Parameters' What is the correct way of passing the json values as command line arguments and setting them up as  environment variables . I am using  a spring boot container so what ever in the Command [] is getting passed in  to the application as parameters. ","['https://i.sstatic.net/jtCGeJeF.png', 'https://i.sstatic.net/3G0vxTIl.png']"
78448927,Git ignore obj / debug folder after using git init,I have some existing code but now want to push this to GIT so I followed some steps and it states cd <localdir> git init git add . git commit -m 'message' git remote add origin <url> git push -u origin main  I do jus that but I want to omit the obj and debug folders for example however when I try to this my pending committed files do not change. I am little confused as to why its not respecting my ignore file? I must be doing something silly but not sure what  ,['https://i.sstatic.net/JtZ0b42C.png']
78446405,DJANGO ImportError: cannot import name 'url' from 'django.conf.urls' version 5.0.3,"I'm following this DJANGO Rest Framework tutorial: https://www.youtube.com/watch?v=eA4H3p95hbM&list=PLmDLs7JbXWNjr5vyJhfGu69sowgIUl8z5&index=4 After modifying in 'urls.py', then type ""python manage.py migrate"" I get this error:  from django.conf.urls import url ImportError: cannot import name 'url' from 'django.conf.urls' (F:\Learning HTML and CSS\DJANGO_DAVE GRAYE.venv\Lib\site-packages\django\conf\urls_init_.py)   urlpatterns += static(settings.MEDIA_URL, document_root = settings.MEDIA_ROOT)   I have search solution for this error. But they are working on DJANGO version 4.0 above and my current version is 5.0. I try follow their solution but it seems not working in my case ",['https://i.sstatic.net/fzJJ3rx6.png']
78445940,"Running this script in cmd exits immediately, and if I debugged it in Pycharm it always says exit code 0","I made this script for me to convert images to PDF in multiple folders for archiving. Yesterday it ran fine doing 245 folders to convert, but now today if I try to execute the script in cmd it always just returns to the prompt immediately. import os from PIL import Image  def convert_images_to_pdf(folder_path, output_pdf):     image_files = [os.path.join(root, file) for root, _, files in os.walk(folder_path)                    for file in files if file.lower().endswith(('jpg', 'jpeg', 'png'))]          if not image_files:         print(""No image files found in"", folder_path)         return      try:         first_image = Image.open(image_files[0])         first_image.save(output_pdf, ""PDF"", resolution=100.0, save_all=True,                          append_images=[Image.open(image_file) for image_file in image_files[1:]])         print(""PDF saved to"", output_pdf)     except MemoryError:         print(""Memory error occurred while processing folder:"", folder_path)         log_memory_error(folder_path, ""E:/memory_error.log"")  def load_processed_folders(log_file):     return set(line.strip() for line in open(log_file, 'r') if os.path.isdir(line.strip()))  def save_processed_folder(log_file, folder_path):     with open(log_file, 'a') as f:         f.write(folder_path + '\n')  def log_memory_error(folder_path, log_file):     with open(log_file, 'a') as f:         f.write(folder_path + '\n')  # Example usage root_folder = ""E:/RESIDENTIAL"" output_folder = ""E:/RESIDENTIAL_OUTPUT"" log_file = ""E:/processed_folders.log"" memory_error_log_file = ""E:/memory_error.log""  processed_folders = load_processed_folders(log_file)  for folder_name in os.listdir(root_folder):     folder_path = os.path.join(root_folder, folder_name)     if os.path.isdir(folder_path) and folder_path not in processed_folders:         output_pdf = os.path.join(output_folder, folder_name + "".pdf"")         convert_images_to_pdf(folder_path, output_pdf)         save_processed_folder(log_file, folder_path)  This should be what you see in the cmd and specified folder:  The output i got today:  P.S I put a box on the file names for privacy. ","['https://i.sstatic.net/vdLi4jo7.png', 'https://i.sstatic.net/OlYy7Hv1.png']"
78436228,In vs code my laravel all project directory is not showing, I want to show to all the laravel folder structure will show. At the left it is only showing the files which are open. I am unable to work on my projects. ,['https://i.sstatic.net/ptJja0fg.png']
78435061,SQL query find and display social network related users and their relation type,"I have been asked this question in an interview and I couldn't finish it. I am not not sure how to have the right query even after the interview. Below is the question, sample data and my attempt. Question: A social network under development needs a query that returns all profiles and the types of their relationships with each other. The result should have the following columns:  profile | %related_profile_1% .. %related_profile_N% The result should be sorted in ascending order by profile Table definitions CREATE TABLE profiles (   id INT PRIMARY KEY,   username VARCHAR(255) NOT NULL, );   CREATE TABLE relations (   profile_id INT NOT NULL,   related_profile_id INT NOT NULL,   type ENUM('family','friends','acquaintances'),   FOREIGN KEY (profile_id) REFERENCES profiles(id),   FOREIGN KEY (related_profile_id) REFERENCES profiles(id),   PRIMARY KEY (profile_id, related_profile_id)  );  -- sample data  +----+---------------+ | id | username      | +----+---------------+ |  1 | msilverstone0 | |  2 | cbedinn1      | |  3 | polivi2       | |  4 | giacobassi3   | |  5 | mlorence4     | |  6 | aayliffe5     | |  7 | nhollyard6    | |  8 | oorrett7      | |  9 | duccello8     | | 10 | kgerardin9    | +----+---------------+   sample data for relations table  +------------+--------------------+---------------+ | profile_id | related_profile_id | type          | +------------+--------------------+---------------+ |          1 |                  2 | friends       | |          1 |                  4 | friends       | |          1 |                  5 | acquaintances | |          1 |                  7 | acquaintances | |          1 |                  8 | friends       | |          1 |                  9 | acquaintances | |          2 |                  3 | acquaintances | |          2 |                  4 | acquaintances | |          2 |                  5 | acquaintances | |          2 |                  6 | friends       | |          2 |                  8 | family        | |          2 |                  9 | acquaintances |  My effort SELECT p.username AS profile,        GROUP_CONCAT(r2.username, ' (', r.type, ')') AS related_profiles FROM profiles p LEFT JOIN relations r ON r.profile_id = p.id LEFT JOIN profiles r2 ON r.related_profile_id = r2.id GROUP BY p.username ORDER BY p.username;  **Resultset **  But I am looking for result in the following format  I'm using MySQL. ","['https://i.sstatic.net/YpXuYvx7.png', 'https://i.sstatic.net/oJNt9JqA.png']"
78434652,ModuleNotFoundError: No module named 'psycopg2' while makemigrations on postgres DB,"I cloned a github project on Django and i was following the instructions to execute the program. I am new so, i went ahead and downloaded postgres and installed it. at the make migrations step, this error was logged along with bunch of paths :- ModuleNotFoundError: No module named 'psycopg2' i was following the steps given in the documentation file for this which are as follows : ""  Installing the Postgres and enabling it in the background We will go to telusko\settings.py in the project folder Around line 78, there's DATABASES dictionary, we will set the value for keys ('NAME', 'USER' & 'PASSWORD') to 'postgres' Then we'll execute python3 manage.py makemigrations & python3 manage.py migrate Finally, we will run the project by python3 manage.py runserver ""  i followed the steps, at the 3rd step, instead of 'postgre' as the password, i typed in the password asked at the installation process BUT at the 4th step when i run the python3 manage.py makemigrations  this error is shown: ModuleNotFoundError: No module named 'psycopg2'  i want this project somehow working till tomorrow so please help ",['https://i.sstatic.net/BOtILMuz.png']
78434331,IntelliJ Java Does not Autocomplete on Static Methods,"Why is Intellij Not autocompleting static methods on my classes? It autocompletes on non-static methods, but not static methods. How can I fix Intellij Settings? public class TestData {      public static int addData(int x ,int y) {         return x+ y;     } }  I should see AddData Method above.  ",['https://i.sstatic.net/MBcDxLcp.png']
78432698,Laravel 11 api resource PUT request No query results for model,"I am working on a API project which uses Laravel 11.  As mentioned when I send a PUT request on a certain endpoints I am getting the error:  ""No query results for model""  Below you can find routes in the api.php code: Route::prefix('area')->middleware('client')->group(function () {          Route::delete('country', [CountryController::class, 'destroyMultiple']);         Route::delete('city', [CityController::class, 'destroyMultiple']);         Route::delete('district', [DistrictController::class, 'destroyMultiple']);         Route::delete('neighborhood', [NeighborhoodController::class, 'destroyMultiple']);          Route::apiResource('country', CountryController::class);         Route::apiResource('city', CityController::class);         Route::apiResource('district', DistrictController::class);         Route::apiResource('neighborhood', NeighborhoodController::class);     });  I get this error for every PUT route except CountryController PUT route. Firstly this is a working endpoint in CountryController: public function update(UpdateCountryRequest $request, Country $country)     {         DB::transaction(function () use ($request, $country) {             $country->update($request->only(['country_abbreviation', 'country_code', 'logo', 'status']));              $delete = [];              foreach ($request->languages as $language) {                 $countryName = $country->CountryNames()->updateOrCreate([                     'lang_id' => $language['lang_id'],                     'country_id' => $country->id,                 ], $language);                  $delete[] = $countryName->id;             }              CountryLanguage::where('country_id', $country->id)->whereNotIn('id', $delete)->delete();         });          return response()->json([             'message' => 'Country updated successfully',             'status' => 'success',         ]);     }  And also the UpdateCountryRequest file as below: public function authorize(): bool {     if ($this->user()->isAdmin) {         return true;     }      return false; }   public function rules(): array {     $country = $this->route('country');      return [         'country_abbreviation' => ['required', 'string', Rule::unique('countries')->ignore($country->id)], // keeping the same country_abbreviation seperately         'country_code' => ['required', 'string', 'max:5', Rule::unique('countries')->ignore($country->id)],         'logo' => ['required', 'string', 'max:255'],         'status' => ['required', 'boolean'],         'languages' => ['required', 'array'],         'languages.*.lang_id' => ['required', 'integer', 'exists:languages,id'],         'languages.*.country_name' => ['required', 'string'],     ]; }  And Postman PUT Request:  But for other controllers when I send PUT request I get the mentioned error:  ""No query results for model""  For example let me give you the same codes for DistrictController: Update metot inside controller file:  public function update(UpdateDistrictRequest $request, District $district)     {         DB::transaction(function () use ($request, $district) {             $district->update($request->validated());         });          return response()->json(['message' => 'District updated successfully'], 200);     }  UpdateDistrictRequest code: public function authorize(): bool {     if ($this->user()->isAdmin) {         return true;     }      return false; }   public function rules(): array {     return [         'service_id' => 'required|integer',         'city_id' => 'required|integer|exists:cities,id',         'name' => 'required|string|max:255',         'status' => 'required|boolean',     ]; }  And also the Postman PUT request:  I have checked if district exist with given id and it exist on database.  Below you can find migrations: Country: Schema::create('countries', function (Blueprint $table) {             $table->id();             $table->string('country_abbreviation');             $table->string('country_code');             $table->string('logo');             $table->tinyInteger('status');             $table->timestamps();         });  District: Schema::create('districts', function (Blueprint $table) {             $table->id();             $table->unsignedBigInteger('service_id')->nullable();             $table->unsignedBigInteger('city_id');             $table->foreign('city_id')->on('cities')->references('id')->onDelete('cascade');             $table->string('name');             $table->boolean('status')->default(1);             $table->timestamps();         });  And also models: Country: use HasFactory;      protected $guarded = [];      protected $fillable = [         'country_abbreviation',         'country_code',         'logo',         'status'     ];  // ... Relationship methods  District: protected $guarded = [];      protected $fillable = [         'service_id',         'city_id',         'name',         'status'     ];  // ... Relationship methods  When I run ""route:list"" method with artisan I can see the all put endpoints listed properly. I have tried changing route definitions inside api.php. For example moving DistrictCotroller line to the top of it but it stills gives same error at the same time when I do that CountryController request still works properly. The exception is throwned by this method inside src > Illuminate > Routing > ImlicitRouteBinding.php public static function resolveForRoute($container, $route) {     $parameters = $route->parameters();      $route = static::resolveBackedEnumsForRoute($route, $parameters);      foreach ($route->signatureParameters(['subClass' => UrlRoutable::class]) as $parameter) {           if (!$parameterName = static::getParameterName($parameter->getName(), $parameters)) {             continue;         }          $parameterValue = $parameters[$parameterName];          if ($parameterValue instanceof UrlRoutable) {             continue;         }          $instance = $container->make(Reflector::getParameterClassName($parameter));          $parent = $route->parentOfParameter($parameterName);          $routeBindingMethod = $route->allowsTrashedBindings() && in_array(SoftDeletes::class, class_uses_recursive($instance))             ? 'resolveSoftDeletableRouteBinding'             : 'resolveRouteBinding';          if (             $parent instanceof UrlRoutable &&             !$route->preventsScopedBindings() &&             ($route->enforcesScopedBindings() || array_key_exists($parameterName, $route->bindingFields()))         ) {             $childRouteBindingMethod = $route->allowsTrashedBindings() && in_array(SoftDeletes::class, class_uses_recursive($instance))                 ? 'resolveSoftDeletableChildRouteBinding'                 : 'resolveChildRouteBinding';              if (                 !$model = $parent->{$childRouteBindingMethod}(                     $parameterName,                     $parameterValue,                     $route->bindingFieldFor($parameterName)                 )             ) {                 throw (new ModelNotFoundException)->setModel(get_class($instance), [$parameterValue]);             }         } elseif (!$model = $instance->{$routeBindingMethod}($parameterValue, $route->bindingFieldFor($parameterName))) {             // EXCEPTION             throw (new ModelNotFoundException)->setModel(get_class($instance), [$parameterValue]);         }          $route->setParameter($parameterName, $model);     } }  I changed update methods in both CountryController and DistrictController as below and noticed that on DistrictController, querying database is just not working. // CountryController update public function update(UpdateCountryRequest $request, int $id)     {         dd($id, District::find($id)); // 1, District {#1444 ...}  // DistrictController update public function update(UpdateDistrictRequest $request, int $id)     {         dd($id, District::find($id)); // 1, null  I double checked the namespaces in both controllers and they are identical.  It seems problem caused by Global Scopes which I've overlooked. On our models we have boot functions as below for registering Global Scopes to service container I believe : // District Model protected static function boot() {     parent::boot();      static::addGlobalScope(new FilterBy('App\Services\V1\Area\DistrictFilters', request()->all())); }  Also below you can find FilterBy scope file codes : class FilterBy implements Scope {     protected $namespace;     protected $filters;      public function __construct($namespace, $filters)     {         $this->namespace = $namespace;         $this->filters = $filters;     }     /**      * Apply the scope to a given Eloquent query builder.      */     public function apply(Builder $builder, Model $model): void     {         $filter = new FilterBuilder($builder, $this->filters, $this->namespace);         $builder = $filter->apply();     } }  And also in FilterBuilder class we are applying filters as below : public function apply()     {         foreach ($this->filters as $name => $value) {             $normailizedName = ucfirst($name);             $class = $this->namespace . ""\\{$normailizedName}"";              if (! class_exists($class)) {                 continue;             }              if (strlen($value)) {                 (new $class($this->query))->handle($value);             } else {                 (new $class($this->query))->handle();             }         }          return $this->query;     }  And finally we have Name.php and CityId.php files inside the given App\Services\V1\Area\DistrictFilters namespace. They have handle methods inside them like below : public function handle($value = """"): void     {         // Name.php         $this->query->where('name', 'ilike','%'. $value .'%');     }  So If I understand it correctly, when I send PUT request to let's say DistrictController for example, because of these QueryFilters unless I send the 'Name' field as it's saved in database, it just can't find the model. For example I created a Distrcit record which has an Id with 974 as  below :  If I send a PUT request as below with same 'Name', it manages to find the Model and updates it : {     ""service_id"" : 1,     ""city_id"" : 1,     ""name"" : ""District"",     ""status"" : 1 }  But If i send the same request with updated name something like 'District 123' it can't find Model. So I updated the apply function inside FilterBy as below to prevent adding QueryFilters and this seems solved the problem : public function apply(Builder $builder, Model $model): void     {         if (collect(['PUT', 'PATCH'])->contains(request()->method())) {             return;         }                  $filter = new FilterBuilder($builder, $this->filters, $this->namespace);         $builder = $filter->apply();     }  It would be faster to find the problem if I have shared the whole District Model code. It's my bad. Thank you everyone for trying to help. ","['https://i.sstatic.net/UdTzXLED.png', 'https://i.sstatic.net/ohDixxA4.png', 'https://i.sstatic.net/mLyh5GQD.png', 'https://i.sstatic.net/pzH8uePf.png', 'https://i.sstatic.net/numRxadP.png']"
78431858,vs 2022 how to repair debugger,when i try to debug freshly created blazor webassembly project this error comes up i dont know what to do i  cant find repair tool for debugger (used dot net 8.0)  i watche youtube video and tried to in stall ssl certificate .certificate installed but problem dont go away ,['https://i.sstatic.net/JVKkQa2C.png']
78429662,"syntax error at or near ""-"" when using POST in postman","Im currently trying to create a simple todo using express, node, postgresql and react. Im trying to post a basic description via postman but im getting syntax error at or near ""-"" here's my code: //db.js const Pool = require(""pg"").Pool;  const pool = new Pool({     user: 'postgres',     host: 'localhost',     port: 5432,     database: 'crud',     password: 'password'  });  module.exports = pool  //index.js const express = require(""express"") const app = express() const cors = require(""cors"") const pool = require(""./db"")   //middleware app.use(cors()); app.use(express.json())    //routes app.post(""/todos"", async (req, res) => {     try {         const { description } = req.body         const newTodo = await pool.query(             `INSERT INTO todo-list (description) VALUES($1) RETURNING *`,             [description]         );         res.json(newTodo.rows[0])     } catch (err) {         console.error(err.message)     } })    //get all todos app.get(""/todos"", async (req, res) => {     try {         const allTodos = await pool.query(""SELECT * FROM todo-list"")         res.json(allTodos.rows)     } catch (err) {         console.log(err.message)     } })   app.listen(8001, () => {     console.log(""server is running on port 8001"") })     //.env DATABASE_URL=postgres://postgres:password@localhost:5432/crud   ",['https://i.sstatic.net/BHFIUxAz.png']
78420437,Could not find stored procedure when calling from C# web site,"I have a database NewYekAye in SQL Server with some tables and  stored procedures. One of the tables is TbSoore and one of the stored procedures is spGetSoore. I created spGetSoore with this code: USE [NewYekAye] GO  SET ANSI_NULLS ON GO SET QUOTED_IDENTIFIER ON GO  CREATE Procedure [dbo].[spGetSoore]       @IdSoore INT AS   BEGIN     SELECT          IdSoore, NameSoore,          MakiMadani, TextMoghadame, TextHadis, TextMohtava, TextMoarefi      FROM          TbSoore      WHERE          (StutusSoore = 1) AND (IdSoore = @IdSoore) END  And in C#, I use it with this code: string strsql = $@""EXEC spGetSoore @IdSoore = @IdSoore;"";  DataTable dt = new DataTable();  using (SqlConnection con = new SqlConnection(strcon)) {     using (SqlCommand cmdSQL = new SqlCommand(strsql, con))     {         cmdSQL.CommandType = CommandType.StoredProcedure;          cmdSQL.Parameters.Add(new SqlParameter (""@IdSoore"", forwardedIdSoore));          con.Open();         dt.Load(cmdSQL.ExecuteReader());     } }  But when I run the site, I get this error:  System.Data.SqlClient.SqlException: could not find stored procedure 'EXEC spGetSoore @IdSoore = @IdSoore'.  I checked my SQL connection in C# by using SELECT IdSoore, NameSoore, MakiMadani, TextMoghadame, TextHadis, TextMohtava, TextMoarefi  FROM TbSoore  WHERE (StutusSoore = 1) AND (IdSoore = @IdSoore)   query instead of Exec spGetSoore and it worked. Then I run Exec spGetSoore in SQL Server, and that worked, too. Of course in SQL Server, when I wrote EXEC spGetSoore @IdSoore = 1;, showed red underline for spGetSoore with this tooltip:  Could not find stored procedure 'spGetSoore'.  but it worked! Like this:  but I don't know why I got this error and what I can fix it. Please help me. ",['https://i.sstatic.net/oTpq47fA.png']
78420144,URI doesn't exist,"I want to import my ""post_model"" and ""myapi"" file in the main file to use their classes but I can't import them. I have no idea why. The problem occurs only in the main.dart file. Here are the pictures of my files, and the error I'm getting  URI doesn't exist    ","['https://i.sstatic.net/BH746fHz.png', 'https://i.sstatic.net/0OkQJ8CY.png']"
78411243,"Trouble with loader path syntax (No CDNs) / ThreeJs npm node js / Relative references must start with either ""/"", ""./"" or","Error: Uncaught TypeError: Failed to resolve module specifier ""three"". Relative references must start with either ""/"", ""./"", or ""../"". I have read several questions about this in and out of SO, but it is still not very clear to me where the incommunicability is. A couple of posts I'v read about it many users recommended to use CDNs instead, but so where is the point of having installed via npm(?), it's my first time working with modules instead, I'd like to learn this approach, but this starting point doesn't make things clear to me heheh Anyway before the Loader URL started with 'node_modules/...' while now I added '/' despite the fact that in theory I think it is not needed right? As you can see also WebGLs are imported in the same way but it doesn't cause the error, only the GLTFLoader import for now, I also read that it is not recommended to have module imports from different folders, so why node modules installs all packs with this folder hierarchy? Screenshots of my directories:   Code:   /* SUPPORT WARN SUPPORT WARN SUPPORT WARN SUPPORT WARN SUPPORT WARN SUPPORT WARN SUPPORT WARN SUPPORT WARN */  import WebGL from '/node_modules/three/examples/jsm/capabilities/WebGL.js';  if ( WebGL.isWebGLAvailable() ) {  } else {      const warning = WebGL.getWebGLErrorMessage();     document.getElementById( 'container' ).appendChild( warning );  } /* ________________________________________________________________________________________________________ */    /* MAIN MAIN MAIN MAIN MAIN MAIN MAIN MAIN MAIN MAIN MAIN MAIN MAIN MAIN MAIN MAIN MAIN MAIN */ import * as THREE from '/build/three.module.js';   /* import { DRACOLoader } from '/node_modules/three/examples/jsm/loaders/DRACOLoader.js'; */   import { GLTFLoader } from '/node_modules/three/examples/jsm/loaders/GLTFLoader.js';  /* RENDER */ const container = document.querySelector( '#container' ); const renderer = new THREE.WebGLRenderer({ alpha: false, antialias: true }); renderer.setClearColor( 0x000000); renderer.outputColorSpace = THREE.SRGBColorSpace; renderer.setSize( container.innerWidth, container.innerHeight );  container.appendChild( renderer.domElement );          /* render resize on container */         function resize() {                  if (container == null) {                 console.warn('The container element is null.');                 return;             }                          try {                 renderer.setSize(container.clientWidth, container.clientHeight);                 camera.aspect = container.clientWidth / container.clientHeight;                 camera.updateProjectionMatrix();             } catch(e) {                 console.warn('An error occured while resizing the renderer:');                 console.error(e);             }          };         window.addEventListener(""resize"", resize);            /* SCENA - CAMERA */  const scene = new THREE.Scene();  const camera = new THREE.PerspectiveCamera( 75, window.innerWidth / window.innerHeight, 0.1, 1000 ); camera.position.set( 0, 5, 11,); camera.lookAt(0, 0, 0);    /* GEOMETRY */   const groundGeometry = new THREE.PlaneGeometry( 20, 20, 32, 32 ); groundGeometry.rotateX(-Math.PI / 2 ); const groundMaterial = new THREE.MeshStandardMaterial({      color: 0xffffff,     side: THREE.DoubleSide }); const groundMesh = new THREE.Mesh ( groundGeometry, groundMaterial ); scene.add(groundMesh);    /* SPOT LIGHT */  const spotLight = new THREE.SpotLight ( 0xffffff, 3, 100, 0.5, 0.5 ); spotLight.position.set( 0, 25, 0 ); scene.add(spotLight); spotLight.intensity = 1000;     /* ANIMATION PLANE */ function animatePlane() {     requestAnimationFrame (animatePlane);     renderer.render(scene,camera); }  animatePlane();   /* GEOMETRY */   const loader = new GLTFLoader().setPath('/public/models/'); loader.load('/public/models/untitled.gltf', function (gltf) {     const mesh = gltf.scene;     mesh.position.set (0, 1.05, -1);     scene.add(mesh); });  /* ________________________________________________________________________________________________________ */  @import url('https://fonts.googleapis.com/css2?family=Unbounded:wght@200;400;900&display=swap'); @font-face{font-family:""FontAwesome"";font-display:block;src:url(../webfonts/fa-v4compatibility.woff2) format(""woff2""),url(../webfonts/fa-v4compatibility.ttf) format(""truetype"");}   /* HEADER HEADER  HEADER HEADER  HEADER HEADER  HEADER HEADER  HEADER HEADER  HEADER HEADER  HEADER HEADER  HEADER HEADER  HEADER HEADER  */  .header {     background-color: rgb(249, 255, 255);     -moz-box-shadow:5px 5px 80px rgba(0,0,0,0.075);     -webkit-box-shadow:5px 5px 80px rgba(0,0,0,0.075);     box-shadow:5px 5px 80px rgba(0,0,0,0.075);   }    .IDentity {     font-family: 'Unbounded', cursive;     font-weight: 300;   }    .header h1{     font-family: 'Unbounded', cursive;     padding-left: 60px;     padding-top: 10px;   }    .header .bio{     font-family: 'Unbounded', cursive;     font-size: 0.84rem;     display: flex;     justify-content: space-between;     /*align-items: baseline;*/     padding-left: 60px;   }    #name {     margin: 0; font-size: 2rem ; font-weight: 400;   }  /* LANDING SECT LANDING SECT LANDING SECT LANDING SECT LANDING SECT LANDING SECT LANDING SECT LANDING SECT LANDING SECT LANDING SECT */  .sectUNO {   background-color: antiquewhite;   background-position:center;    height:66vh;   width: 100%;   border-radius: 40px;}  .landZERO {    /* background-image: url(public\img\download2023-11-03T213308403.png); */     background-repeat: no-repeat;     position: relative;     /*margin-top: 10vh;*/     background-size: cover;     background-position:center;      height:66vh;     width: 100%;     border-radius: 40px; }  #info {     position: absolute;     top: 10px;     width: 100%;     text-align: center;     z-index: 100;     display:block; }  /* sectUNO sectUNO sectUNO sectUNO sectUNO sectUNO sectUNO sectUNO sectUNO sectUNO sectUNO sectUNO sectUNO sectUNO sectUNO sectUNO */  .sectUNO {     bottom: 0;     background-repeat: no-repeat;     /*background-size: cover;*/     min-width: fit-content;     height: 69vh; } <html lang=""en""> <head>     <link rel=""stylesheet"" href=""style.css"">      <meta charset=""UTF-8"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>tryTR</title>     <style>         body { padding: 10; }              </style> </head> <body>      <div class=""header"" id=""myHeader"">         <div class=""IDentity"">                <h1 id=""name"">xxx</h1>            <div class=""bio""> <p style=""  font-size: 1rem ;"">123456789             <!-- Graphic Designer, Digital Artist, Creative Director -->             </p>             <p style=""margin-right: 75px; font-weight: 500; font-size: 1rem;"">Portfolio</p>           </div>               </div>     </div>            <section class=""landZERO"" id=""container"">          <div id=""info"">Description</div>                             <script type=""module"" src=""/main.js"">                      </script>          </section>        <section class=""sectUNO"">      </section>      <footer style=""color: rgb(153, 118, 76); height: 30px; "">      </footer>  </body> </html>    I guess the error is probably due to conflicts between modules dependencies, should I mention that I also have 'vite' installed too(?), is also inside node_modules folder. Am i stepping into the point where I need to know more about/use WebPacks?  ","['https://i.sstatic.net/Cbql9ohr.jpg', 'https://i.sstatic.net/xVjMqHui.jpg', 'https://i.sstatic.net/M9cy5IpB.jpg']"
